Newman et al. (2015, HESS) daily data - PREC and TEMP: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC    POT_ET     OBS_Q      TEMP
1996   07   06   24      0.00      5.42      0.07     28.20
1996   07   07   24      0.00      5.74      0.07     28.86
1996   07   08   24      0.00      5.55      0.07     28.90
1996   07   09   24      0.01      5.37      0.06     28.63
1996   07   10   24      0.00      5.65      0.06     28.20
1996   07   11   24      0.00      5.65      0.06     26.82
1996   07   12   24      0.00      5.86      0.06     28.12
1996   07   13   24      6.46      4.36      0.06     28.55
1996   07   14   24      0.36      4.68      0.06     27.45
1996   07   15   24      6.57      3.65      0.06     27.81
1996   07   16   24      7.02      4.78      0.07     28.13
1996   07   17   24      5.90      4.11      0.07     27.28
1996   07   18   24     12.16      4.04      0.10     27.51
1996   07   19   24      5.20      3.80      0.10     27.58
1996   07   20   24      0.07      5.32      0.08     28.16
1996   07   21   24      0.00      5.62      0.08     28.78
1996   07   22   24      0.00      5.73      0.07     29.30
1996   07   23   24      0.00      5.78      0.06     29.22
1996   07   24   24     24.09      4.64      0.07     28.16
1996   07   25   24     24.90      3.55      0.08     25.44
1996   07   26   24     15.23      3.37      0.18     24.94
1996   07   27   24      0.25      5.09      0.30     26.43
1996   07   28   24      0.00      5.34      0.29     27.51
1996   07   29   24      0.00      5.53      0.26     27.72
1996   07   30   24      2.25      5.01      0.24     28.05
1996   07   31   24     14.92      4.21      0.16     27.60
1996   08   01   24      5.63      3.90      0.13     26.93
1996   08   02   24     10.65      4.08      0.13     27.55
1996   08   03   24      1.72      4.85      0.12     28.82
1996   08   04   24      0.00      5.15      0.10     27.50
1996   08   05   24      0.00      5.54      0.09     28.23
1996   08   06   24      0.33      5.59      0.09     28.48
1996   08   07   24      0.93      5.20      0.08     27.56
1996   08   08   24      2.57      5.13      0.12     27.80
1996   08   09   24      0.00      5.44      0.18     28.18
1996   08   10   24     13.55      4.28      0.30     27.98
1996   08   11   24      6.58      3.92      0.35     26.91
1996   08   12   24      7.66      2.89      0.31     24.00
1996   08   13   24      7.62      4.15      0.25     25.32
1996   08   14   24      0.00      5.33      0.18     25.39
1996   08   15   24      0.00      5.37      0.13     25.20
1996   08   16   24      0.00      5.39      0.11     26.05
1996   08   17   24      0.00      5.43      0.10     26.47
1996   08   18   24      0.00      5.21      0.09     26.39
1996   08   19   24      0.00      5.18      0.08     27.00
1996   08   20   24      0.00      5.15      0.07     27.12
1996   08   21   24      0.06      5.28      0.07     26.84
1996   08   22   24      5.92      3.80      0.07     26.50
1996   08   23   24      1.67      3.87      0.07     26.31
1996   08   24   24      0.00      4.63      0.06     25.92
1996   08   25   24      0.00      5.20      0.06     26.64
1996   08   26   24      0.00      5.04      0.06     26.73
1996   08   27   24      0.00      4.92      0.06     26.93
1996   08   28   24      8.54      3.34      0.06     26.10
1996   08   29   24     20.13      2.20      0.06     23.92
1996   08   30   24     15.93      2.12      0.07     23.89
1996   08   31   24      5.41      3.10      0.07     24.30
1996   09   01   24      1.25      3.13      0.13     22.80
1996   09   02   24      0.00      3.85      0.16     22.87
1996   09   03   24      0.00      4.58      0.17     24.30
1996   09   04   24      0.00      4.65      0.15     25.01
1996   09   05   24      0.00      4.56      0.12     25.53
1996   09   06   24      0.00      4.58      0.11     25.97
1996   09   07   24      0.00      4.66      0.09     26.49
1996   09   08   24      0.00      4.55      0.08     26.55
1996   09   09   24      6.44      3.51      0.08     26.41
1996   09   10   24      3.86      3.92      0.07     25.66
1996   09   11   24      0.00      4.65      0.07     25.64
1996   09   12   24      0.00      4.55      0.08     25.56
1996   09   13   24      0.00      4.46      0.09     25.80
1996   09   14   24      0.00      4.25      0.08     24.45
1996   09   15   24      0.00      4.26      0.07     25.16
1996   09   16   24     11.01      3.12      0.07     26.08
1996   09   17   24      0.00      4.54      0.07     25.77
1996   09   18   24      0.00      4.24      0.07     24.30
1996   09   19   24      3.64      3.25      0.06     23.95
1996   09   20   24     14.98      3.44      0.09     25.04
1996   09   21   24     39.94      2.61      0.21     22.60
1996   09   22   24      0.00      3.90      0.12     21.81
1996   09   23   24      0.00      4.00      0.11     21.95
1996   09   24   24      0.00      3.93      0.19     22.56
1996   09   25   24      1.61      3.26      0.22     23.36
1996   09   26   24      0.00      3.65      0.19     24.91
1996   09   27   24     44.68      2.93      0.45     25.18
1996   09   28   24     18.84      2.34      1.21     16.93
1996   09   29   24      0.00      3.17      0.77     16.18
1996   09   30   24      0.00      3.21      0.62     16.77
1996   10   01   24      0.00      3.27      0.64     18.18
1996   10   02   24      0.00      3.10      0.50     21.71
1996   10   03   24      0.00      2.57      0.32     23.24
1996   10   04   24      0.00      3.01      0.22     22.71
1996   10   05   24      0.00      2.69      0.17     21.80
1996   10   06   24      0.11      2.18      0.15     19.59
1996   10   07   24      0.00      2.88      0.13     19.99
1996   10   08   24      0.00      3.10      0.12     20.20
1996   10   09   24      0.00      3.09      0.11     20.27
1996   10   10   24      0.00      2.98      0.10     19.00
1996   10   11   24      0.00      2.87      0.09     16.46
1996   10   12   24      0.00      2.67      0.09     15.39
1996   10   13   24      0.00      2.78      0.09     16.79
1996   10   14   24      0.00      2.88      0.08     18.77
1996   10   15   24      0.00      2.86      0.08     19.34
1996   10   16   24      0.00      2.77      0.08     19.67
1996   10   17   24      0.00      2.67      0.08     21.61
1996   10   18   24     12.40      2.33      0.07     20.36
1996   10   19   24      0.00      2.27      0.07     12.93
1996   10   20   24      0.00      2.33      0.07     14.15
1996   10   21   24      0.00      2.44      0.07     17.98
1996   10   22   24      7.88      2.12      0.07     20.20
1996   10   23   24      5.83      1.51      0.07      9.49
1996   10   24   24      0.00      2.12      0.08     12.88
1996   10   25   24     32.11      1.72      0.10     14.06
1996   10   26   24     45.83      1.30      1.44     19.13
1996   10   27   24     11.08      1.91      1.99     23.38
1996   10   28   24      0.00      2.22      1.09     24.14
1996   10   29   24      0.00      1.95      1.10     22.58
1996   10   30   24      5.81      1.85      1.17     23.16
1996   10   31   24      0.00      2.31      0.97     20.21
1996   11   01   24      0.00      2.23      0.61     20.84
1996   11   02   24      0.00      2.09      0.37     17.50
1996   11   03   24      0.00      1.63      0.25     10.26
1996   11   04   24      0.00      1.58      0.20     10.02
1996   11   05   24      0.00      1.77      0.17     13.58
1996   11   06   24      0.00      1.92      0.15     19.52
1996   11   07   24     10.46      1.56      0.16     19.98
1996   11   08   24     18.25      1.43      0.31     12.92
1996   11   09   24      0.00      1.49      0.54      9.93
1996   11   10   24      0.00      1.48      0.57     10.70
1996   11   11   24      0.00      1.53      0.39     12.14
1996   11   12   24      0.00      1.66      0.24     14.79
1996   11   13   24      0.00      1.63      0.19     14.88
1996   11   14   24      0.00      1.62      0.16     15.01
1996   11   15   24      0.00      1.65      0.14     16.38
1996   11   16   24      0.00      1.57      0.14     17.01
1996   11   17   24      9.97      1.03      0.15     17.72
1996   11   18   24     40.56      1.14      0.28     17.71
1996   11   19   24      1.06      1.13      0.48     16.81
1996   11   20   24      0.00      1.37      0.86     19.02
1996   11   21   24      0.00      1.58      1.04     21.42
1996   11   22   24      0.00      1.65      1.11     17.57
1996   11   23   24      0.00      1.37      1.01     13.33
1996   11   24   24      4.65      1.38      0.74     16.15
1996   11   25   24     20.92      1.22      0.47     13.43
1996   11   26   24      0.76      0.70      0.45      4.23
1996   11   27   24      0.00      0.85      0.88      3.40
1996   11   28   24      0.00      0.97      1.15      5.36
1996   11   29   24      1.57      1.02      1.09      9.11
1996   11   30   24     13.32      1.19      0.92     16.05
1996   12   01   24      5.51      1.19      0.71     14.12
1996   12   02   24      0.00      1.02      0.53      5.90
1996   12   03   24      0.00      1.11      0.56      8.60
1996   12   04   24      0.00      1.23      0.72     12.50
1996   12   05   24      0.82      1.02      0.81     11.31
1996   12   06   24      0.00      1.35      0.74     15.33
1996   12   07   24      0.00      1.47      0.59     18.82
1996   12   08   24      0.00      1.17      0.41     11.57
1996   12   09   24      0.00      1.13      0.30     10.53
1996   12   10   24      0.00      1.20      0.25     12.72
1996   12   11   24      0.00      1.42      0.22     18.84
1996   12   12   24      0.00      1.23      0.20     21.42
1996   12   13   24      0.00      1.49      0.19     18.95
1996   12   14   24      0.00      1.39      0.18     17.34
1996   12   15   24      0.00      1.38      0.22     17.58
1996   12   16   24     53.19      1.05      0.55     11.85
1996   12   17   24     16.61      0.65      1.12      2.48
1996   12   18   24      0.00      0.83      1.60      3.25
1996   12   19   24      0.00      0.70      1.99     -2.17
1996   12   20   24      0.00      0.72      2.40     -1.86
1996   12   21   24      0.00      0.82      2.74      1.44
1996   12   22   24      0.08      1.09      2.95      9.96
1996   12   23   24      0.54      1.08      3.08     16.05
1996   12   24   24      2.20      1.16      3.12     13.12
1996   12   25   24      0.00      0.91      2.59      4.31
1996   12   26   24      0.27      0.94      1.39      5.67
1996   12   27   24      6.71      0.99      0.75     12.07
1996   12   28   24      0.51      1.12      0.54     15.87
1996   12   29   24     14.81      1.20      0.50     19.00
1996   12   30   24      2.01      1.15      0.58     17.74
1996   12   31   24      8.41      1.18      0.78     18.37
1997   01   01   24      0.48      1.23      0.96     16.26
1997   01   02   24      0.06      1.28      1.02     17.82
1997   01   03   24      0.00      1.38      0.97     20.22
1997   01   04   24      0.00      1.42      0.88     22.38
1997   01   05   24      0.00      1.54      0.75     17.91
1997   01   06   24      0.00      1.32      0.60     14.36
1997   01   07   24     10.40      0.85      0.61      5.90
1997   01   08   24      8.54      0.62      0.62      2.96
1997   01   09   24      7.88      0.61      0.77      1.96
1997   01   10   24      0.00      0.84      1.13      2.56
1997   01   11   24      0.00      1.05      1.41      5.35
1997   01   12   24      0.00      0.81      1.36     -0.37
1997   01   13   24      7.31      0.55      1.09     -2.25
1997   01   14   24      8.02      0.48      0.88     -3.15
1997   01   15   24      6.68      0.75      0.76      0.82
1997   01   16   24      9.11      1.02      0.79      6.16
